CASE_ID,ALERT_ID,INVESTIGATOR_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS
CASE0001310,ALT00005304,INV_01,LOW,CLOSED_FALSE_POSITIVE,30
CASE0001311,ALT00009370,INV_01,LOW,CLOSED_MONITORING,19
CASE0001312,ALT00002109,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0001313,ALT00007760,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0001314,ALT00000604,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,26
CASE0001315,ALT00004485,AUTO_SYS,MEDIUM,OPEN,44
CASE0001316,ALT00006835,INV_03,LOW,CLOSED_FALSE_POSITIVE,19
CASE0001317,ALT00000394,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001318,ALT00005776,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0001319,ALT00008104,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0001320,ALT00005031,INV_02,LOW,CLOSED_SAR_FILED,25
CASE0001321,ALT00004295,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0001322,ALT00000096,INV_01,LOW,CLOSED_FALSE_POSITIVE,35
CASE0001323,ALT00007093,INV_01,HIGH,OPEN,9
CASE0001324,ALT00002458,INV_04,HIGH,CLOSED_FALSE_POSITIVE,1
CASE0001325,ALT00009356,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001326,ALT00004711,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0001327,ALT00007333,INV_03,LOW,OPEN,37
CASE0001328,ALT00007145,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001329,ALT00007111,INV_03,MEDIUM,CLOSED_SAR_FILED,22
CASE0001330,ALT00003318,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,27
CASE0001331,ALT00008615,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,19
CASE0001332,ALT00006554,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001333,ALT00003080,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001334,ALT00003245,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,23
CASE0001335,ALT00005093,INV_01,MEDIUM,CLOSED_SAR_FILED,24
CASE0001336,ALT00009451,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0001337,ALT00009730,INV_02,MEDIUM,OPEN,29
CASE0001338,ALT00004615,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0001339,ALT00004990,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,20
CASE0001340,ALT00004820,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001341,ALT00003847,INV_01,MEDIUM,OPEN,2
CASE0001342,ALT00009946,INV_01,LOW,CLOSED_FALSE_POSITIVE,32
CASE0001343,ALT00009820,INV_04,LOW,OPEN,17
CASE0001344,ALT00002026,INV_03,LOW,OPEN,34
CASE0001345,ALT00004825,INV_02,MEDIUM,OPEN,5
CASE0001346,ALT00006226,INV_04,HIGH,CLOSED_FALSE_POSITIVE,44
CASE0001347,ALT00007678,AUTO_SYS,LOW,OPEN,9
CASE0001348,ALT00002228,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0001349,ALT00005837,AUTO_SYS,HIGH,OPEN,17
CASE0001350,ALT00002957,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,29
CASE0001351,ALT00007757,INV_02,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001352,ALT00000020,INV_04,LOW,CLOSED_FALSE_POSITIVE,41
CASE0001353,ALT00002956,INV_04,HIGH,CLOSED_MONITORING,42
CASE0001354,ALT00007208,INV_01,LOW,CLOSED_MONITORING,5
CASE0001355,ALT00008618,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,21
CASE0001356,ALT00009017,INV_02,LOW,CLOSED_SAR_FILED,16
CASE0001357,ALT00002931,INV_03,HIGH,OPEN,18
CASE0001358,ALT00006386,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,39
CASE0001359,ALT00001262,INV_01,LOW,CLOSED_FALSE_POSITIVE,14
CASE0001360,ALT00007976,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,32
CASE0001361,ALT00000810,INV_02,MEDIUM,CLOSED_SAR_FILED,24
CASE0001362,ALT00007897,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001363,ALT00009072,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001364,ALT00006706,INV_04,HIGH,CLOSED_FALSE_POSITIVE,14
CASE0001365,ALT00003998,INV_04,MEDIUM,OPEN,35
CASE0001366,ALT00005744,INV_03,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001367,ALT00003280,INV_02,HIGH,OPEN,13
CASE0001368,ALT00007700,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001369,ALT00008515,INV_01,MEDIUM,CLOSED_SAR_FILED,44
CASE0001370,ALT00001143,INV_04,MEDIUM,CLOSED_SAR_FILED,15
CASE0001371,ALT00007218,INV_02,LOW,CLOSED_FALSE_POSITIVE,10
CASE0001372,ALT00002246,INV_04,HIGH,CLOSED_FALSE_POSITIVE,12
CASE0001373,ALT00003038,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001374,ALT00003711,INV_04,LOW,OPEN,34
CASE0001375,ALT00002610,INV_02,LOW,CLOSED_FALSE_POSITIVE,24
CASE0001376,ALT00005066,INV_03,LOW,CLOSED_FALSE_POSITIVE,31
CASE0001377,ALT00003071,INV_03,LOW,CLOSED_SAR_FILED,10
CASE0001378,ALT00001600,AUTO_SYS,MEDIUM,OPEN,21
CASE0001379,ALT00004253,INV_04,HIGH,CLOSED_FALSE_POSITIVE,26
CASE0001380,ALT00008823,AUTO_SYS,HIGH,OPEN,14
CASE0001381,ALT00005633,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001382,ALT00008574,INV_04,LOW,CLOSED_SAR_FILED,5
CASE0001383,ALT00000621,INV_02,LOW,CLOSED_FALSE_POSITIVE,41
CASE0001384,ALT00005425,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,8
CASE0001385,ALT00009406,INV_01,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0001386,ALT00001409,INV_01,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001387,ALT00006780,INV_03,HIGH,OPEN,30
CASE0001388,ALT00008938,INV_02,LOW,CLOSED_MONITORING,31
CASE0001389,ALT00004254,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,8
CASE0001390,ALT00001047,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001391,ALT00003059,INV_03,LOW,CLOSED_MONITORING,9
CASE0001392,ALT00003401,INV_02,LOW,CLOSED_FALSE_POSITIVE,36
CASE0001393,ALT00006548,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,12
CASE0001394,ALT00001766,INV_04,MEDIUM,CLOSED_MONITORING,6
CASE0001395,ALT00000744,INV_03,HIGH,CLOSED_FALSE_POSITIVE,1
CASE0001396,ALT00000223,INV_03,MEDIUM,CLOSED_MONITORING,36
CASE0001397,ALT00002392,INV_01,LOW,CLOSED_MONITORING,35
CASE0001398,ALT00000626,INV_02,HIGH,CLOSED_FALSE_POSITIVE,26
CASE0001399,ALT00003488,INV_01,LOW,CLOSED_SAR_FILED,14
CASE0001400,ALT00005099,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,7
CASE0001401,ALT00007821,AUTO_SYS,HIGH,CLOSED_SAR_FILED,42
CASE0001402,ALT00004066,INV_01,MEDIUM,CLOSED_MONITORING,4
CASE0001403,ALT00002681,INV_03,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001404,ALT00007887,INV_02,HIGH,CLOSED_FALSE_POSITIVE,27
CASE0001405,ALT00004185,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,26
CASE0001406,ALT00001316,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001407,ALT00005071,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001408,ALT00003018,INV_03,HIGH,CLOSED_SAR_FILED,30
CASE0001409,ALT00008643,INV_04,HIGH,CLOSED_FALSE_POSITIVE,35
CASE0001410,ALT00003661,INV_03,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001411,ALT00000354,INV_03,LOW,CLOSED_MONITORING,30
CASE0001412,ALT00007075,AUTO_SYS,MEDIUM,OPEN,37
CASE0001413,ALT00000457,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001414,ALT00005153,INV_03,LOW,OPEN,31
CASE0001415,ALT00003885,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,1
CASE0001416,ALT00000240,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0001417,ALT00009316,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,33
CASE0001418,ALT00009457,INV_01,LOW,CLOSED_FALSE_POSITIVE,41
CASE0001419,ALT00007772,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0001420,ALT00009098,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001421,ALT00002754,INV_01,LOW,CLOSED_FALSE_POSITIVE,12
CASE0001422,ALT00008137,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001423,ALT00010084,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001424,ALT00006917,INV_01,HIGH,CLOSED_SAR_FILED,18
CASE0001425,ALT00003796,INV_03,MEDIUM,CLOSED_SAR_FILED,41
CASE0001426,ALT00001019,INV_04,HIGH,OPEN,42
CASE0001427,ALT00006803,INV_04,LOW,CLOSED_MONITORING,31
CASE0001428,ALT00006439,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0001429,ALT00006378,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,37
CASE0001430,ALT00008658,AUTO_SYS,MEDIUM,OPEN,42
CASE0001431,ALT00001104,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,11
CASE0001432,ALT00004394,AUTO_SYS,HIGH,CLOSED_MONITORING,2
CASE0001433,ALT00008197,INV_03,MEDIUM,CLOSED_SAR_FILED,24
CASE0001434,ALT00002056,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001435,ALT00007911,INV_01,LOW,CLOSED_MONITORING,43
CASE0001436,ALT00004642,INV_02,HIGH,CLOSED_FALSE_POSITIVE,13
CASE0001437,ALT00001852,INV_03,HIGH,CLOSED_FALSE_POSITIVE,38
CASE0001438,ALT00002875,INV_04,LOW,OPEN,26
CASE0001439,ALT00009408,INV_03,MEDIUM,OPEN,33
CASE0001440,ALT00010117,INV_04,LOW,OPEN,12
CASE0001441,ALT00009423,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0001442,ALT00009782,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001443,ALT00001635,INV_03,HIGH,CLOSED_FALSE_POSITIVE,9
CASE0001444,ALT00003567,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001445,ALT00009531,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001446,ALT00001384,INV_02,MEDIUM,CLOSED_SAR_FILED,17
CASE0001447,ALT00009605,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0001448,ALT00002751,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,6
CASE0001449,ALT00000218,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001450,ALT00007519,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001451,ALT00008225,INV_04,MEDIUM,OPEN,33
CASE0001452,ALT00008584,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0001453,ALT00001035,INV_01,LOW,OPEN,26
CASE0001454,ALT00008063,AUTO_SYS,HIGH,CLOSED_MONITORING,17
CASE0001455,ALT00006715,AUTO_SYS,LOW,OPEN,8
CASE0001456,ALT00004454,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001457,ALT00009699,INV_02,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001458,ALT00001892,INV_01,LOW,CLOSED_FALSE_POSITIVE,31
CASE0001459,ALT00000907,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,39
CASE0001460,ALT00004594,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001461,ALT00008146,AUTO_SYS,LOW,CLOSED_MONITORING,32
CASE0001462,ALT00005910,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001463,ALT00005271,INV_01,MEDIUM,CLOSED_MONITORING,41
CASE0001464,ALT00006022,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001465,ALT00008050,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,31
CASE0001466,ALT00004772,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001467,ALT00006505,INV_03,LOW,OPEN,10
CASE0001468,ALT00006647,INV_02,LOW,CLOSED_FALSE_POSITIVE,37
CASE0001469,ALT00007407,INV_01,HIGH,CLOSED_SAR_FILED,25
CASE0001470,ALT00007787,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,15
CASE0001471,ALT00002702,INV_01,HIGH,CLOSED_MONITORING,39
CASE0001472,ALT00002920,INV_01,MEDIUM,OPEN,40
CASE0001473,ALT00003264,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,7
CASE0001474,ALT00000853,INV_03,LOW,CLOSED_SAR_FILED,15
CASE0001475,ALT00003943,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,14
CASE0001476,ALT00002465,INV_02,LOW,CLOSED_SAR_FILED,31
CASE0001477,ALT00007865,INV_04,HIGH,CLOSED_FALSE_POSITIVE,33
CASE0001478,ALT00003974,INV_01,HIGH,CLOSED_FALSE_POSITIVE,9
CASE0001479,ALT00009586,INV_02,MEDIUM,OPEN,14
CASE0001480,ALT00005136,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0001481,ALT00005373,AUTO_SYS,MEDIUM,CLOSED_MONITORING,40
CASE0001482,ALT00003382,INV_03,MEDIUM,OPEN,41
CASE0001483,ALT00005096,INV_02,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0001484,ALT00008216,INV_02,HIGH,CLOSED_FALSE_POSITIVE,39
CASE0001485,ALT00001808,AUTO_SYS,MEDIUM,OPEN,11
CASE0001486,ALT00000748,INV_02,LOW,CLOSED_FALSE_POSITIVE,44
CASE0001487,ALT00005870,INV_02,LOW,CLOSED_FALSE_POSITIVE,5
CASE0001488,ALT00000348,AUTO_SYS,MEDIUM,CLOSED_MONITORING,14
CASE0001489,ALT00003617,INV_01,HIGH,CLOSED_FALSE_POSITIVE,34
CASE0001490,ALT00003083,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001491,ALT00009488,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,10
CASE0001492,ALT00007234,INV_04,LOW,CLOSED_FALSE_POSITIVE,41
CASE0001493,ALT00002010,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,38
CASE0001494,ALT00003892,AUTO_SYS,MEDIUM,OPEN,7
CASE0001495,ALT00003007,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0001496,ALT00003064,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001497,ALT00001524,INV_03,LOW,OPEN,1
CASE0001498,ALT00008889,INV_02,LOW,CLOSED_FALSE_POSITIVE,29
CASE0001499,ALT00007056,INV_01,LOW,CLOSED_FALSE_POSITIVE,14
CASE0001500,ALT00009286,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001501,ALT00005027,INV_03,LOW,CLOSED_FALSE_POSITIVE,32
CASE0001502,ALT00006900,AUTO_SYS,MEDIUM,CLOSED_SAR_FILED,20
CASE0001503,ALT00003689,INV_03,HIGH,CLOSED_FALSE_POSITIVE,22
CASE0001504,ALT00004982,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001505,ALT00000764,INV_04,HIGH,CLOSED_FALSE_POSITIVE,25
CASE0001506,ALT00002389,INV_04,LOW,CLOSED_FALSE_POSITIVE,38
CASE0001507,ALT00006750,INV_04,MEDIUM,OPEN,17
CASE0001508,ALT00009024,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,34
CASE0001509,ALT00001836,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001510,ALT00008024,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001511,ALT00001223,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001512,ALT00006409,AUTO_SYS,HIGH,CLOSED_SAR_FILED,20
CASE0001513,ALT00008399,INV_02,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001514,ALT00007206,INV_04,HIGH,CLOSED_FALSE_POSITIVE,15
CASE0001515,ALT00001792,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0001516,ALT00009702,INV_02,LOW,CLOSED_FALSE_POSITIVE,23
CASE0001517,ALT00009836,INV_04,HIGH,CLOSED_FALSE_POSITIVE,34
CASE0001518,ALT00004845,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,18
CASE0001519,ALT00002836,INV_01,LOW,CLOSED_SAR_FILED,18
CASE0001520,ALT00000709,INV_04,HIGH,OPEN,11
CASE0001521,ALT00000510,INV_03,HIGH,CLOSED_FALSE_POSITIVE,27
CASE0001522,ALT00008690,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001523,ALT00007837,INV_01,LOW,CLOSED_MONITORING,15
CASE0001524,ALT00009519,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,36
CASE0001525,ALT00004405,INV_03,HIGH,CLOSED_FALSE_POSITIVE,24
CASE0001526,ALT00009476,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,25
CASE0001527,ALT00007024,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,7
CASE0001528,ALT00007931,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001529,ALT00006030,INV_03,MEDIUM,CLOSED_SAR_FILED,18
CASE0001530,ALT00007105,INV_03,LOW,CLOSED_FALSE_POSITIVE,4
CASE0001531,ALT00005994,INV_01,HIGH,CLOSED_MONITORING,34
CASE0001532,ALT00005975,INV_01,LOW,CLOSED_FALSE_POSITIVE,34
CASE0001533,ALT00007109,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,37
CASE0001534,ALT00007781,INV_03,LOW,CLOSED_FALSE_POSITIVE,34
CASE0001535,ALT00000712,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001536,ALT00006747,INV_03,LOW,CLOSED_SAR_FILED,5
CASE0001537,ALT00009310,INV_03,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001538,ALT00001617,INV_01,HIGH,CLOSED_MONITORING,28
CASE0001539,ALT00004817,INV_02,HIGH,CLOSED_SAR_FILED,11
CASE0001540,ALT00001373,INV_03,LOW,CLOSED_MONITORING,21
CASE0001541,ALT00003126,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001542,ALT00000713,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0001543,ALT00004706,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,24
CASE0001544,ALT00001246,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,33
CASE0001545,ALT00009000,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001546,ALT00004404,INV_02,MEDIUM,CLOSED_SAR_FILED,21
CASE0001547,ALT00005345,INV_03,MEDIUM,CLOSED_MONITORING,25
CASE0001548,ALT00000716,INV_02,HIGH,CLOSED_FALSE_POSITIVE,40
CASE0001549,ALT00001685,INV_01,LOW,CLOSED_FALSE_POSITIVE,26
CASE0001550,ALT00009520,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001551,ALT00001483,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001552,ALT00006873,INV_02,LOW,CLOSED_FALSE_POSITIVE,31
CASE0001553,ALT00002620,INV_03,MEDIUM,OPEN,31
CASE0001554,ALT00003871,INV_02,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001555,ALT00008979,INV_02,HIGH,CLOSED_SAR_FILED,38
CASE0001556,ALT00002128,AUTO_SYS,HIGH,OPEN,13
CASE0001557,ALT00003258,INV_04,LOW,CLOSED_MONITORING,11
CASE0001558,ALT00001884,INV_01,MEDIUM,OPEN,5
CASE0001559,ALT00000213,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,42
CASE0001560,ALT00003051,INV_01,HIGH,OPEN,37
CASE0001561,ALT00004693,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,5
CASE0001562,ALT00001011,INV_04,HIGH,CLOSED_FALSE_POSITIVE,14
CASE0001563,ALT00000324,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001564,ALT00003571,INV_04,LOW,CLOSED_FALSE_POSITIVE,3
CASE0001565,ALT00001098,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,28
CASE0001566,ALT00001563,INV_04,LOW,CLOSED_FALSE_POSITIVE,13
CASE0001567,ALT00003425,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001568,ALT00000335,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,11
CASE0001569,ALT00002698,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,30
CASE0001570,ALT00005728,INV_04,LOW,CLOSED_FALSE_POSITIVE,32
CASE0001571,ALT00002808,INV_04,LOW,CLOSED_FALSE_POSITIVE,1
CASE0001572,ALT00006819,INV_04,HIGH,CLOSED_FALSE_POSITIVE,15
CASE0001573,ALT00000793,INV_01,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001574,ALT00000234,INV_03,MEDIUM,CLOSED_MONITORING,10
CASE0001575,ALT00005842,INV_01,LOW,CLOSED_FALSE_POSITIVE,39
CASE0001576,ALT00002733,INV_01,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001577,ALT00005917,INV_01,HIGH,CLOSED_MONITORING,36
CASE0001578,ALT00002514,INV_03,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001579,ALT00007426,INV_04,LOW,CLOSED_FALSE_POSITIVE,29
CASE0001580,ALT00008395,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,10
CASE0001581,ALT00010007,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,3
CASE0001582,ALT00005258,INV_01,MEDIUM,CLOSED_SAR_FILED,13
CASE0001583,ALT00006302,INV_03,LOW,CLOSED_FALSE_POSITIVE,20
CASE0001584,ALT00006818,INV_03,HIGH,CLOSED_FALSE_POSITIVE,32
CASE0001585,ALT00009222,INV_02,HIGH,OPEN,28
CASE0001586,ALT00009683,INV_01,LOW,CLOSED_SAR_FILED,8
CASE0001587,ALT00005169,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001588,ALT00000775,INV_04,LOW,CLOSED_MONITORING,23
CASE0001589,ALT00001495,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,40
CASE0001590,ALT00001598,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,12
CASE0001591,ALT00000872,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,16
CASE0001592,ALT00005170,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,30
CASE0001593,ALT00001264,INV_02,MEDIUM,OPEN,5
CASE0001594,ALT00009603,INV_02,HIGH,CLOSED_MONITORING,26
CASE0001595,ALT00004149,INV_03,LOW,CLOSED_FALSE_POSITIVE,33
CASE0001596,ALT00007200,INV_04,HIGH,OPEN,15
CASE0001597,ALT00009180,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0001598,ALT00002108,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001599,ALT00001221,INV_03,LOW,CLOSED_FALSE_POSITIVE,17
CASE0001600,ALT00007170,INV_03,LOW,CLOSED_FALSE_POSITIVE,44
CASE0001601,ALT00002349,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,18
CASE0001602,ALT00000409,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,41
CASE0001603,ALT00004575,INV_01,HIGH,CLOSED_FALSE_POSITIVE,34
CASE0001604,ALT00004162,INV_04,LOW,CLOSED_FALSE_POSITIVE,22
CASE0001605,ALT00001514,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,44
CASE0001606,ALT00006261,INV_04,LOW,OPEN,13
CASE0001607,ALT00004246,INV_04,LOW,CLOSED_FALSE_POSITIVE,11
CASE0001608,ALT00002146,INV_01,LOW,OPEN,10
CASE0001609,ALT00004919,INV_02,HIGH,CLOSED_FALSE_POSITIVE,21
CASE0001610,ALT00006061,INV_04,MEDIUM,CLOSED_SAR_FILED,20
CASE0001611,ALT00008113,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001612,ALT00007235,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,25
CASE0001613,ALT00007479,INV_01,LOW,CLOSED_MONITORING,12
CASE0001614,ALT00003161,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,43
CASE0001615,ALT00008975,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0001616,ALT00004442,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,2
CASE0001617,ALT00007174,INV_02,LOW,CLOSED_MONITORING,39
CASE0001618,ALT00006536,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,44
CASE0001619,ALT00008198,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,22
CASE0001620,ALT00005768,AUTO_SYS,MEDIUM,CLOSED_FALSE_POSITIVE,17
CASE0001621,ALT00008746,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,13
CASE0001622,ALT00005838,AUTO_SYS,HIGH,CLOSED_FALSE_POSITIVE,6
CASE0001623,ALT00003529,INV_01,LOW,CLOSED_FALSE_POSITIVE,42
CASE0001624,ALT00009107,INV_03,LOW,CLOSED_MONITORING,37
CASE0001625,ALT00007364,INV_03,MEDIUM,CLOSED_FALSE_POSITIVE,26
CASE0001626,ALT00003667,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,8
CASE0001627,ALT00003146,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,38
CASE0001628,ALT00005262,INV_02,LOW,CLOSED_FALSE_POSITIVE,9
CASE0001629,ALT00004186,INV_03,LOW,CLOSED_FALSE_POSITIVE,15
CASE0001630,ALT00001776,INV_01,MEDIUM,OPEN,19
CASE0001631,ALT00001499,INV_01,MEDIUM,CLOSED_FALSE_POSITIVE,35
CASE0001632,ALT00001480,AUTO_SYS,MEDIUM,OPEN,25
CASE0001633,ALT00006119,AUTO_SYS,LOW,CLOSED_FALSE_POSITIVE,19
CASE0001634,ALT00010185,INV_02,MEDIUM,CLOSED_FALSE_POSITIVE,4
CASE0001635,ALT00005467,AUTO_SYS,LOW,OPEN,16
CASE0001636,ALT00006716,INV_04,MEDIUM,CLOSED_FALSE_POSITIVE,29
CASE0001637,ALT00001663,INV_01,HIGH,OPEN,15
