ALERT_ID,CASE_ID,ACCOUNT_ID,CUSTOMER_ID,TRANSACTION_ID,ALERT_SCORE,ALERT_DATE,IS_STR,ACCOUNT_TYPE,ACCOUNT_RISK,CUSTOMER_TYPE,KYC_RISK,AVG_TXN
AL0000784,CASE000172,ACCT008422,CUST003373,TXN0005732,90,2024-03-04,1,NRE,LOW,INDIVIDUAL,MEDIUM,54078
AL0000785,CASE001225,ACCT005247,CUST001103,TXN0005734,70,2024-10-01,1,SAVINGS,HIGH,INDIVIDUAL,HIGH,24725
AL0000786,CASE001133,ACCT008109,CUST005735,TXN0005736,67,2023-04-25,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,52215
AL0000787,CASE004557,ACCT006422,CUST000060,TXN0005738,94,2024-10-24,1,NRE,MEDIUM,INDIVIDUAL,MEDIUM,59373
AL0000788,CASE004874,ACCT001335,CUST004070,TXN0005740,82,2023-07-20,0,SAVINGS,LOW,INDIVIDUAL,HIGH,13882
AL0000789,CASE001570,ACCT002733,CUST001438,TXN0005742,70,2024-06-07,0,NRO,MEDIUM,INDIVIDUAL,HIGH,31584
AL0000790,CASE000979,ACCT008227,CUST004073,TXN0005744,83,2025-01-02,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,16631
AL0000791,CASE000769,ACCT007287,CUST003620,TXN0005746,77,2023-03-07,0,NRE,LOW,INDIVIDUAL,HIGH,36595
AL0000792,CASE001858,ACCT003225,CUST000801,TXN0005748,94,2023-04-27,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,44004
AL0000793,CASE002825,ACCT005211,CUST004487,TXN0005750,76,2024-07-12,0,CURRENT,HIGH,CORPORATE,LOW,33179
AL0000794,CASE003917,ACCT004947,CUST002096,TXN0005752,87,2023-07-22,1,NRO,HIGH,CORPORATE,HIGH,30200
AL0000795,CASE004034,ACCT000841,CUST005989,TXN0005754,89,2024-11-12,1,NRE,MEDIUM,INDIVIDUAL,HIGH,56174
AL0000796,CASE003707,ACCT004166,CUST000506,TXN0005756,66,2023-05-12,0,CURRENT,LOW,CORPORATE,LOW,19979
AL0000797,CASE000428,ACCT003578,CUST004546,TXN0005758,71,2024-01-20,0,CURRENT,LOW,CORPORATE,LOW,36656
AL0000798,CASE000413,ACCT007176,CUST003241,TXN0005760,77,2024-10-17,0,SAVINGS,LOW,INDIVIDUAL,HIGH,35435
AL0000799,CASE003725,ACCT000073,CUST003114,TXN0005762,72,2024-10-10,0,NRE,LOW,INDIVIDUAL,HIGH,54061
AL0000800,CASE004160,ACCT007123,CUST005833,TXN0005764,83,2024-08-05,0,NRO,LOW,CORPORATE,HIGH,36521
AL0000801,CASE002599,ACCT008501,CUST003489,TXN0005766,91,2023-12-13,1,NRE,MEDIUM,CORPORATE,HIGH,58692
AL0000802,CASE004109,ACCT003840,CUST003518,TXN0005768,80,2023-06-28,0,NRE,MEDIUM,CORPORATE,MEDIUM,53571
AL0000803,CASE004851,ACCT000611,CUST000379,TXN0005770,90,2023-05-27,0,NRO,LOW,CORPORATE,LOW,24550
AL0000804,CASE002372,ACCT000918,CUST001517,TXN0005772,91,2023-09-14,1,NRE,MEDIUM,INDIVIDUAL,HIGH,42421
AL0000805,CASE004297,ACCT007513,CUST000805,TXN0005774,69,2023-10-26,0,NRE,MEDIUM,INDIVIDUAL,HIGH,51607
AL0000806,CASE004432,ACCT000720,CUST002754,TXN0005776,93,2023-12-28,1,NRO,HIGH,INDIVIDUAL,HIGH,44110
AL0000807,CASE001089,ACCT005787,CUST002301,TXN0005778,75,2023-05-06,0,NRO,MEDIUM,CORPORATE,MEDIUM,52905
AL0000808,CASE001239,ACCT006991,CUST005320,TXN0005780,67,2023-04-03,0,NRO,LOW,INDIVIDUAL,LOW,49530
AL0000809,CASE003656,ACCT007798,CUST000694,TXN0005782,85,2024-10-26,0,CURRENT,MEDIUM,INDIVIDUAL,HIGH,48967
AL0000810,CASE002411,ACCT005409,CUST003821,TXN0005784,72,2023-09-19,1,CURRENT,LOW,CORPORATE,HIGH,50705
AL0000811,CASE002488,ACCT006036,CUST000003,TXN0005786,73,2023-03-31,0,NRO,MEDIUM,CORPORATE,LOW,58790
AL0000812,CASE003266,ACCT008325,CUST001587,TXN0005788,85,2024-03-16,0,NRO,MEDIUM,CORPORATE,HIGH,18575
AL0000813,CASE000149,ACCT008056,CUST005469,TXN0005790,74,2024-02-11,0,NRE,LOW,CORPORATE,LOW,9780
AL0000814,CASE001757,ACCT002221,CUST001257,TXN0005792,74,2023-06-23,0,NRE,LOW,CORPORATE,HIGH,33993
AL0000815,CASE002623,ACCT001977,CUST004673,TXN0005794,75,2024-12-01,0,NRO,MEDIUM,CORPORATE,MEDIUM,32261
AL0000816,CASE001883,ACCT000300,CUST000415,TXN0005796,95,2024-09-23,1,SAVINGS,HIGH,INDIVIDUAL,LOW,19364
AL0000817,CASE000864,ACCT000161,CUST005251,TXN0005798,79,2023-05-31,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,38069
AL0000818,CASE000237,ACCT003606,CUST000678,TXN0005800,82,2023-03-29,0,NRE,HIGH,INDIVIDUAL,HIGH,55342
AL0000819,CASE004433,ACCT008436,CUST003558,TXN0005802,87,2024-05-04,1,NRO,MEDIUM,INDIVIDUAL,MEDIUM,15886
AL0000820,CASE001454,ACCT005980,CUST004511,TXN0005804,83,2024-03-17,0,CURRENT,HIGH,INDIVIDUAL,MEDIUM,15070
AL0000821,CASE004837,ACCT002182,CUST005880,TXN0005806,94,2024-11-13,1,SAVINGS,HIGH,CORPORATE,LOW,11890
AL0000822,CASE004735,ACCT008552,CUST000520,TXN0005808,85,2023-07-05,0,CURRENT,LOW,CORPORATE,HIGH,59149
AL0000823,CASE003514,ACCT000639,CUST004567,TXN0005810,82,2023-11-25,0,NRE,MEDIUM,CORPORATE,LOW,59425
AL0000824,CASE004447,ACCT006796,CUST002914,TXN0005812,92,2024-12-11,1,SAVINGS,LOW,INDIVIDUAL,LOW,4125
AL0000825,CASE004468,ACCT006349,CUST002151,TXN0005814,80,2024-03-28,0,NRO,MEDIUM,CORPORATE,HIGH,29947
AL0000826,CASE003334,ACCT000641,CUST000995,TXN0005816,73,2024-01-02,1,SAVINGS,HIGH,CORPORATE,LOW,48766
AL0000827,CASE002876,ACCT004491,CUST002171,TXN0005818,66,2024-04-03,0,SAVINGS,LOW,CORPORATE,MEDIUM,17005
AL0000828,CASE001436,ACCT001734,CUST004578,TXN0005820,75,2023-09-27,0,NRE,HIGH,INDIVIDUAL,HIGH,10963
AL0000829,CASE000381,ACCT007527,CUST000361,TXN0005822,80,2023-06-30,0,NRO,LOW,CORPORATE,LOW,22301
AL0000830,CASE001838,ACCT002222,CUST005563,TXN0005824,69,2023-09-23,0,NRO,MEDIUM,INDIVIDUAL,HIGH,25421
AL0000831,CASE003051,ACCT002644,CUST001656,TXN0005826,68,2024-05-15,0,NRO,HIGH,INDIVIDUAL,MEDIUM,8239
AL0000832,CASE001206,ACCT005634,CUST003981,TXN0005828,67,2024-10-19,0,NRO,LOW,INDIVIDUAL,HIGH,8109
AL0000833,CASE000556,ACCT001976,CUST005557,TXN0005830,77,2024-07-01,0,NRO,LOW,CORPORATE,HIGH,37680
AL0000834,CASE003424,ACCT006287,CUST003994,TXN0005832,79,2024-11-04,0,NRE,HIGH,CORPORATE,HIGH,17298
AL0000835,CASE003611,ACCT005987,CUST003188,TXN0005834,68,2024-09-12,0,NRO,MEDIUM,INDIVIDUAL,LOW,47488
AL0000836,CASE003080,ACCT007363,CUST003963,TXN0005850,71,2024-11-04,0,CURRENT,LOW,CORPORATE,MEDIUM,19216
AL0000837,CASE002662,ACCT001309,CUST003476,TXN0005886,81,2023-09-16,0,NRO,MEDIUM,INDIVIDUAL,HIGH,14117
AL0000838,CASE001243,ACCT007348,CUST002697,TXN0005918,94,2024-03-16,1,NRE,MEDIUM,INDIVIDUAL,LOW,26996
AL0000839,CASE002006,ACCT005658,CUST001101,TXN0005987,80,2024-05-08,0,NRE,HIGH,INDIVIDUAL,HIGH,16792
AL0000840,CASE002177,ACCT006616,CUST004905,TXN0005999,75,2024-04-18,0,NRE,LOW,CORPORATE,HIGH,44229
AL0000841,CASE003374,ACCT000351,CUST001927,TXN0006012,89,2024-06-21,0,NRO,MEDIUM,CORPORATE,LOW,38908
AL0000842,CASE004439,ACCT003417,CUST005388,TXN0006096,88,2024-07-22,1,SAVINGS,HIGH,CORPORATE,MEDIUM,23278
AL0000843,CASE000353,ACCT005976,CUST001757,TXN0006146,74,2024-03-13,0,NRE,HIGH,CORPORATE,LOW,38538
AL0000844,CASE001479,ACCT001722,CUST002688,TXN0006222,73,2024-04-05,0,SAVINGS,MEDIUM,CORPORATE,HIGH,18322
AL0000845,CASE002070,ACCT005916,CUST002321,TXN0006283,67,2024-09-29,1,NRO,HIGH,INDIVIDUAL,LOW,33991
AL0000846,CASE000251,ACCT008088,CUST005861,TXN0006301,93,2024-02-04,1,CURRENT,HIGH,INDIVIDUAL,LOW,55098
AL0000847,CASE002163,ACCT005119,CUST005065,TXN0006303,95,2024-09-01,1,CURRENT,HIGH,CORPORATE,LOW,24763
AL0000848,CASE004072,ACCT008625,CUST002492,TXN0006340,80,2024-12-11,0,SAVINGS,MEDIUM,CORPORATE,HIGH,44942
AL0000849,CASE003961,ACCT001817,CUST003842,TXN0006398,78,2024-01-26,0,SAVINGS,MEDIUM,CORPORATE,HIGH,57179
AL0000850,CASE003137,ACCT006537,CUST005231,TXN0006421,86,2024-12-15,1,SAVINGS,HIGH,CORPORATE,HIGH,18228
AL0000851,CASE004572,ACCT008601,CUST005282,TXN0006461,90,2024-09-06,1,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,47813
AL0000852,CASE000824,ACCT008900,CUST003973,TXN0006467,92,2024-06-15,0,NRE,LOW,INDIVIDUAL,MEDIUM,6838
AL0000853,CASE000387,ACCT004710,CUST004205,TXN0006531,73,2024-04-22,0,CURRENT,MEDIUM,INDIVIDUAL,HIGH,8554
AL0000854,CASE001665,ACCT003572,CUST003987,TXN0006546,80,2023-07-22,0,NRO,HIGH,CORPORATE,HIGH,43256
AL0000855,CASE004268,ACCT002541,CUST004890,TXN0006565,73,2024-04-19,0,NRO,HIGH,INDIVIDUAL,MEDIUM,44631
AL0000856,CASE003260,ACCT007361,CUST004334,TXN0006650,76,2024-09-07,0,NRE,LOW,CORPORATE,HIGH,6281
AL0000857,CASE003051,ACCT001987,CUST004954,TXN0006665,91,2023-03-06,1,SAVINGS,HIGH,CORPORATE,LOW,7830
AL0000858,CASE004252,ACCT000256,CUST004418,TXN0006684,88,2024-10-26,1,SAVINGS,MEDIUM,CORPORATE,HIGH,45946
AL0000859,CASE000387,ACCT004445,CUST002713,TXN0006740,71,2024-07-21,0,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,27573
AL0000860,CASE004574,ACCT002369,CUST002169,TXN0006750,92,2023-08-05,1,SAVINGS,HIGH,CORPORATE,HIGH,33950
AL0000861,CASE000406,ACCT008830,CUST000978,TXN0006773,76,2023-03-12,0,CURRENT,MEDIUM,CORPORATE,HIGH,34599
AL0000862,CASE001931,ACCT006123,CUST002572,TXN0006859,67,2023-12-17,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,15558
AL0000863,CASE002223,ACCT004930,CUST000157,TXN0007005,81,2023-12-04,0,CURRENT,HIGH,CORPORATE,LOW,32818
AL0000864,CASE001635,ACCT005251,CUST000398,TXN0007013,71,2024-09-05,0,NRE,MEDIUM,CORPORATE,HIGH,50614
AL0000865,CASE001229,ACCT008209,CUST000376,TXN0007041,90,2024-10-16,1,CURRENT,HIGH,INDIVIDUAL,MEDIUM,4523
AL0000866,CASE000103,ACCT003337,CUST005081,TXN0007161,85,2024-08-14,0,NRO,HIGH,CORPORATE,MEDIUM,35039
AL0000867,CASE000237,ACCT006158,CUST004707,TXN0007220,73,2024-08-31,0,NRO,MEDIUM,INDIVIDUAL,HIGH,18248
AL0000868,CASE002459,ACCT003993,CUST001872,TXN0007320,84,2024-12-06,0,NRE,HIGH,INDIVIDUAL,MEDIUM,19706
AL0000869,CASE004829,ACCT000901,CUST003486,TXN0007359,74,2024-03-09,0,NRE,LOW,INDIVIDUAL,HIGH,47757
AL0000870,CASE004877,ACCT002306,CUST004710,TXN0007409,72,2024-09-18,0,NRO,MEDIUM,CORPORATE,LOW,47591
AL0000871,CASE001595,ACCT004047,CUST004848,TXN0007423,81,2024-03-27,0,CURRENT,LOW,CORPORATE,MEDIUM,38195
AL0000872,CASE001904,ACCT001889,CUST003167,TXN0007461,73,2024-02-10,0,SAVINGS,LOW,INDIVIDUAL,HIGH,17484
AL0000873,CASE000878,ACCT006576,CUST002913,TXN0007462,84,2024-06-29,1,CURRENT,MEDIUM,CORPORATE,MEDIUM,21683
AL0000874,CASE003599,ACCT006494,CUST005710,TXN0007464,67,2024-10-21,0,SAVINGS,MEDIUM,INDIVIDUAL,MEDIUM,49635
AL0000875,CASE003731,ACCT000308,CUST003979,TXN0007519,71,2023-01-12,1,SAVINGS,HIGH,CORPORATE,MEDIUM,15360
AL0000876,CASE001229,ACCT004281,CUST005739,TXN0007553,86,2024-02-06,0,NRO,MEDIUM,INDIVIDUAL,MEDIUM,26658
AL0000877,CASE000229,ACCT007960,CUST005781,TXN0007568,67,2024-10-14,0,CURRENT,HIGH,INDIVIDUAL,MEDIUM,57525
AL0000878,CASE002735,ACCT004099,CUST001071,TXN0007674,85,2023-07-15,0,NRO,MEDIUM,CORPORATE,HIGH,46824
AL0000879,CASE003496,ACCT004846,CUST003385,TXN0007684,91,2023-03-28,1,CURRENT,MEDIUM,CORPORATE,MEDIUM,53031
AL0000880,CASE000456,ACCT002234,CUST005322,TXN0007690,88,2024-09-02,1,NRO,HIGH,INDIVIDUAL,LOW,3703
AL0000881,CASE001675,ACCT002657,CUST005488,TXN0007704,67,2024-06-29,0,CURRENT,HIGH,CORPORATE,MEDIUM,33053
AL0000882,CASE001763,ACCT005127,CUST005438,TXN0007798,77,2023-10-20,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,52060
AL0000883,CASE003870,ACCT004833,CUST005197,TXN0007827,77,2023-06-24,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,10591
AL0000884,CASE001544,ACCT006624,CUST002158,TXN0007880,93,2024-12-06,1,SAVINGS,LOW,INDIVIDUAL,LOW,17541
AL0000885,CASE004128,ACCT004447,CUST001557,TXN0007899,84,2023-10-26,0,CURRENT,MEDIUM,CORPORATE,HIGH,42239
AL0000886,CASE004516,ACCT006235,CUST001447,TXN0007941,91,2024-10-14,1,NRE,HIGH,INDIVIDUAL,HIGH,22660
AL0000887,CASE000531,ACCT007028,CUST000508,TXN0007981,69,2023-10-11,0,SAVINGS,MEDIUM,CORPORATE,HIGH,27100
AL0000888,CASE001494,ACCT001282,CUST004993,TXN0008028,68,2024-10-16,0,SAVINGS,MEDIUM,CORPORATE,HIGH,38237
AL0000889,CASE001723,ACCT006838,CUST000094,TXN0008059,65,2023-05-17,0,CURRENT,HIGH,CORPORATE,LOW,41864
AL0000890,CASE000909,ACCT003260,CUST005831,TXN0008089,70,2024-11-21,0,SAVINGS,HIGH,CORPORATE,HIGH,35988
AL0000891,CASE003973,ACCT008884,CUST002467,TXN0008096,74,2023-07-30,0,SAVINGS,LOW,INDIVIDUAL,HIGH,56906
AL0000892,CASE002182,ACCT002356,CUST001403,TXN0008127,80,2024-03-02,0,NRO,HIGH,CORPORATE,LOW,4038
AL0000893,CASE002202,ACCT006509,CUST000104,TXN0008217,78,2024-09-23,1,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,59120
AL0000894,CASE001039,ACCT002492,CUST002996,TXN0008232,89,2023-01-31,0,NRO,HIGH,INDIVIDUAL,LOW,23744
AL0000895,CASE004798,ACCT004284,CUST004618,TXN0008235,93,2024-05-25,1,NRO,MEDIUM,INDIVIDUAL,MEDIUM,30829
AL0000896,CASE002681,ACCT000114,CUST002578,TXN0008328,81,2023-12-02,0,CURRENT,HIGH,CORPORATE,LOW,24693
AL0000897,CASE004927,ACCT001643,CUST000216,TXN0008329,89,2024-05-01,1,CURRENT,LOW,INDIVIDUAL,HIGH,4827
AL0000898,CASE000550,ACCT001152,CUST004083,TXN0008346,71,2023-06-05,0,NRE,MEDIUM,INDIVIDUAL,MEDIUM,4676
AL0000899,CASE001371,ACCT003279,CUST004563,TXN0008356,79,2024-02-07,0,NRO,LOW,CORPORATE,MEDIUM,56955
AL0000900,CASE002092,ACCT008050,CUST000621,TXN0008407,86,2024-03-26,1,NRO,HIGH,INDIVIDUAL,LOW,23961
AL0000901,CASE004008,ACCT003022,CUST001557,TXN0008421,67,2023-01-11,0,NRE,HIGH,CORPORATE,HIGH,42239
AL0000902,CASE001328,ACCT003472,CUST003590,TXN0008433,91,2023-12-02,0,SAVINGS,HIGH,CORPORATE,MEDIUM,26811
AL0000903,CASE002083,ACCT007726,CUST003195,TXN0008541,71,2024-10-25,0,NRO,LOW,CORPORATE,LOW,38088
AL0000904,CASE004434,ACCT008003,CUST002567,TXN0008603,74,2023-07-23,0,NRE,HIGH,INDIVIDUAL,LOW,58411
AL0000905,CASE002389,ACCT008163,CUST005184,TXN0008618,77,2024-01-04,0,NRO,HIGH,INDIVIDUAL,LOW,22674
AL0000906,CASE002423,ACCT002185,CUST005651,TXN0008634,70,2024-01-24,0,NRE,LOW,CORPORATE,MEDIUM,41915
AL0000907,CASE000209,ACCT008366,CUST001885,TXN0008640,87,2023-12-01,1,SAVINGS,HIGH,INDIVIDUAL,HIGH,52863
AL0000908,CASE003076,ACCT000738,CUST003512,TXN0008734,85,2023-12-29,0,SAVINGS,LOW,INDIVIDUAL,HIGH,9885
AL0000909,CASE002711,ACCT008417,CUST001393,TXN0008760,73,2024-02-12,0,CURRENT,MEDIUM,INDIVIDUAL,LOW,4666
AL0000910,CASE004049,ACCT007490,CUST002480,TXN0008784,85,2024-12-06,0,CURRENT,LOW,INDIVIDUAL,MEDIUM,34016
AL0000911,CASE000579,ACCT001724,CUST000064,TXN0008794,73,2024-05-19,0,NRE,MEDIUM,CORPORATE,HIGH,33419
AL0000912,CASE003414,ACCT001045,CUST001019,TXN0008800,88,2024-08-06,1,SAVINGS,HIGH,INDIVIDUAL,LOW,6249
AL0000913,CASE002205,ACCT002706,CUST002745,TXN0008811,95,2023-08-12,1,NRE,LOW,CORPORATE,HIGH,42888
AL0000914,CASE001825,ACCT000622,CUST005705,TXN0008840,92,2024-09-15,1,NRE,MEDIUM,CORPORATE,MEDIUM,48754
AL0000915,CASE001587,ACCT003480,CUST005823,TXN0008855,78,2023-07-23,0,SAVINGS,MEDIUM,CORPORATE,LOW,48132
AL0000916,CASE001827,ACCT008990,CUST001316,TXN0008861,71,2024-12-15,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,27771
AL0000917,CASE003815,ACCT003549,CUST005034,TXN0008898,73,2023-08-20,0,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,58510
AL0000918,CASE002427,ACCT000138,CUST000386,TXN0008915,71,2024-03-30,0,NRE,MEDIUM,INDIVIDUAL,LOW,30421
AL0000919,CASE003354,ACCT000265,CUST001560,TXN0008958,75,2023-09-03,0,NRO,LOW,CORPORATE,HIGH,21224
AL0000920,CASE002328,ACCT007083,CUST005894,TXN0008966,76,2024-03-08,0,SAVINGS,LOW,CORPORATE,MEDIUM,48371
AL0000921,CASE001323,ACCT001751,CUST003422,TXN0008975,85,2023-11-21,0,SAVINGS,LOW,INDIVIDUAL,LOW,49247
AL0000922,CASE001233,ACCT008555,CUST003707,TXN0008977,82,2024-08-10,0,NRO,HIGH,CORPORATE,HIGH,7994
AL0000923,CASE004648,ACCT004897,CUST000034,TXN0008988,87,2023-05-19,1,NRE,LOW,CORPORATE,MEDIUM,35420
AL0000924,CASE002520,ACCT000606,CUST002543,TXN0009074,76,2024-07-02,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,48914
AL0000925,CASE003940,ACCT005029,CUST002097,TXN0009085,84,2024-07-15,0,CURRENT,LOW,CORPORATE,HIGH,56254
AL0000926,CASE004274,ACCT004336,CUST005319,TXN0009142,65,2024-01-04,0,NRE,HIGH,CORPORATE,MEDIUM,5120
AL0000927,CASE001440,ACCT003170,CUST003900,TXN0009208,87,2023-04-11,1,NRO,LOW,CORPORATE,LOW,48861
AL0000928,CASE001591,ACCT001769,CUST004293,TXN0009295,85,2023-06-11,0,NRO,LOW,INDIVIDUAL,MEDIUM,9739
AL0000929,CASE004139,ACCT003818,CUST005000,TXN0009303,66,2024-10-29,1,NRO,HIGH,CORPORATE,MEDIUM,55570
AL0000930,CASE000212,ACCT008455,CUST003707,TXN0009320,68,2024-06-17,0,CURRENT,LOW,CORPORATE,HIGH,7994
AL0000931,CASE003337,ACCT008268,CUST001293,TXN0009322,95,2023-04-09,1,SAVINGS,LOW,CORPORATE,LOW,35782
AL0000932,CASE003137,ACCT000128,CUST004789,TXN0009330,89,2023-10-06,1,SAVINGS,MEDIUM,INDIVIDUAL,HIGH,6689
AL0000933,CASE002914,ACCT004902,CUST002821,TXN0009375,73,2024-08-22,0,CURRENT,MEDIUM,INDIVIDUAL,MEDIUM,33330
AL0000934,CASE000189,ACCT004374,CUST002842,TXN0009397,68,2024-11-27,0,NRO,MEDIUM,CORPORATE,HIGH,9005
AL0000935,CASE002237,ACCT000737,CUST005266,TXN0009400,95,2023-07-09,0,NRO,HIGH,CORPORATE,LOW,7021
AL0000936,CASE000962,ACCT008425,CUST001774,TXN0009428,86,2023-11-02,0,CURRENT,MEDIUM,CORPORATE,LOW,10795
AL0000937,CASE004203,ACCT005821,CUST000322,TXN0009474,86,2024-04-11,1,CURRENT,MEDIUM,CORPORATE,LOW,42539
AL0000938,CASE001654,ACCT001479,CUST002733,TXN0009556,94,2023-08-09,0,SAVINGS,HIGH,INDIVIDUAL,LOW,33273
AL0000939,CASE001762,ACCT003887,CUST001416,TXN0009566,77,2023-02-09,0,CURRENT,HIGH,INDIVIDUAL,HIGH,59108
AL0000940,CASE000511,ACCT004687,CUST004808,TXN0009601,72,2023-08-18,0,NRO,MEDIUM,CORPORATE,MEDIUM,17681
AL0000941,CASE001578,ACCT002997,CUST003040,TXN0009621,94,2024-04-10,1,NRO,MEDIUM,INDIVIDUAL,MEDIUM,37995
AL0000942,CASE003904,ACCT003851,CUST005908,TXN0009733,76,2023-11-22,0,NRE,MEDIUM,CORPORATE,HIGH,23214
AL0000943,CASE004149,ACCT004101,CUST002390,TXN0009750,90,2024-12-28,1,NRE,LOW,INDIVIDUAL,LOW,48008
AL0000944,CASE001858,ACCT006543,CUST001785,TXN0009861,73,2023-11-04,0,SAVINGS,LOW,INDIVIDUAL,MEDIUM,23303
AL0000945,CASE004115,ACCT003735,CUST004638,TXN0009921,92,2024-06-29,0,NRE,LOW,CORPORATE,MEDIUM,29776
AL0000946,CASE003542,ACCT001300,CUST005551,TXN0009930,72,2024-11-20,0,SAVINGS,HIGH,CORPORATE,HIGH,17432
AL0000947,CASE004832,ACCT001431,CUST001924,TXN0009932,75,2024-07-22,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,17358
AL0000948,CASE002585,ACCT007186,CUST003261,TXN0009764,61,2023-03-08,0,NRE,LOW,CORPORATE,MEDIUM,25606
AL0000949,CASE002095,ACCT003952,CUST005747,TXN0002272,85,2024-05-18,0,CURRENT,LOW,CORPORATE,HIGH,22953
AL0000950,CASE002769,ACCT008552,CUST000520,TXN0005410,74,2024-08-13,0,CURRENT,LOW,CORPORATE,HIGH,59149
AL0000951,CASE000184,ACCT001432,CUST004404,TXN0000663,75,2024-03-03,0,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,36238
AL0000952,CASE004386,ACCT000053,CUST004393,TXN0006800,67,2023-09-29,0,SAVINGS,HIGH,INDIVIDUAL,MEDIUM,53672
AL0000953,CASE004255,ACCT005190,CUST001827,TXN0009610,60,2023-12-02,0,CURRENT,HIGH,CORPORATE,MEDIUM,43394
AL0000954,CASE004555,ACCT000345,CUST000657,TXN0009106,78,2023-12-21,0,NRO,MEDIUM,CORPORATE,LOW,13677
AL0000955,CASE003862,ACCT005563,CUST001802,TXN0003890,77,2023-02-07,0,NRE,MEDIUM,INDIVIDUAL,LOW,36234
AL0000956,CASE000745,ACCT001651,CUST005757,TXN0002912,67,2024-07-28,0,NRO,MEDIUM,CORPORATE,LOW,58388
AL0000957,CASE004626,ACCT006503,CUST004450,TXN0001047,79,2023-04-03,0,NRE,LOW,INDIVIDUAL,LOW,56988
AL0000958,CASE002040,ACCT005085,CUST003590,TXN0004187,65,2024-08-16,0,CURRENT,HIGH,CORPORATE,MEDIUM,26811
AL0000959,CASE003990,ACCT000119,CUST005267,TXN0004512,65,2024-07-16,0,NRO,HIGH,INDIVIDUAL,MEDIUM,35361
AL0000960,CASE003720,ACCT007118,CUST003905,TXN0005985,65,2023-10-04,0,CURRENT,HIGH,CORPORATE,LOW,38963
AL0000961,CASE002240,ACCT004816,CUST002750,TXN0006875,76,2023-12-19,0,SAVINGS,MEDIUM,INDIVIDUAL,LOW,46416
AL0000962,CASE000076,ACCT005639,CUST002505,TXN0009148,64,2023-02-17,0,CURRENT,LOW,INDIVIDUAL,LOW,52511
AL0000963,CASE004735,ACCT006190,CUST003109,TXN0006913,63,2024-06-01,0,SAVINGS,LOW,INDIVIDUAL,LOW,58581
AL0000964,CASE000032,ACCT002206,CUST001170,TXN0003530,80,2024-02-02,0,NRO,LOW,INDIVIDUAL,HIGH,43977
AL0000965,CASE004183,ACCT002317,CUST001052,TXN0001351,60,2024-05-11,0,NRO,LOW,CORPORATE,HIGH,51414
AL0000966,CASE000656,ACCT005009,CUST001702,TXN0005071,64,2024-03-31,0,SAVINGS,HIGH,CORPORATE,HIGH,27171
AL0000967,CASE000046,ACCT005849,CUST004774,TXN0006709,63,2023-11-27,0,NRO,LOW,CORPORATE,LOW,28488
AL0000968,CASE000598,ACCT006850,CUST002678,TXN0009089,71,2024-03-09,0,SAVINGS,LOW,CORPORATE,LOW,26599
AL0000969,CASE002730,ACCT003457,CUST003408,TXN0007993,64,2023-05-29,0,NRO,LOW,INDIVIDUAL,HIGH,55899
AL0000970,CASE003021,ACCT007260,CUST002536,TXN0000100,66,2024-11-03,0,CURRENT,LOW,CORPORATE,LOW,24422
AL0000971,CASE004249,ACCT008479,CUST004782,TXN0004522,68,2023-02-08,0,CURRENT,MEDIUM,INDIVIDUAL,HIGH,16586
AL0000972,CASE001240,ACCT004762,CUST005375,TXN0001281,81,2023-09-05,0,SAVINGS,MEDIUM,CORPORATE,HIGH,18545
AL0000973,CASE002747,ACCT004424,CUST001394,TXN0001596,76,2024-03-23,1,SAVINGS,HIGH,CORPORATE,LOW,32282
AL0000974,CASE001177,ACCT000290,CUST001149,TXN0005953,69,2024-01-22,0,CURRENT,HIGH,CORPORATE,MEDIUM,9748
AL0000975,CASE001210,ACCT001786,CUST005959,TXN0001980,63,2023-10-18,0,NRE,MEDIUM,INDIVIDUAL,LOW,58790
AL0000976,CASE002874,ACCT000493,CUST001823,TXN0006867,74,2024-11-25,1,NRE,HIGH,CORPORATE,MEDIUM,28773
AL0000977,CASE002113,ACCT007811,CUST004523,TXN0006862,82,2023-07-27,0,CURRENT,MEDIUM,CORPORATE,LOW,18762
AL0000978,CASE002515,ACCT006598,CUST000324,TXN0009564,82,2024-09-30,0,NRE,MEDIUM,CORPORATE,LOW,56686
AL0000979,CASE003876,ACCT007139,CUST001824,TXN0005539,63,2023-10-05,1,NRO,HIGH,CORPORATE,HIGH,57809
AL0000980,CASE000499,ACCT007039,CUST005382,TXN0005139,78,2024-08-27,0,NRE,MEDIUM,INDIVIDUAL,LOW,48178
